,diseases,symptons
9002,Dimorphic hemmorhoids(piles)," pain in anal region,  pain during bowel movements,  bloody stool,  irritation in anus,  constipation"
9003,Heart attack," vomiting,  sweating,  breathlessness,  chest pain"
9004,Varicose veins," fatigue,  prominent veins on calf,  cramps,  bruising"
9005,Varicose veins," fatigue,  prominent veins on calf,  cramps,  bruising"
9006,Hypothyroidism," brittle nails,  weight gain,  irritability,  mood swings"
9007,Hypothyroidism," brittle nails,  weight gain,  irritability,  mood swings"
9008,Hypothyroidism," brittle nails,  weight gain,  irritability,  mood swings"
9009,Hypothyroidism," brittle nails,  weight gain,  irritability,  mood swings"
9010,Hyperthyroidism," sweating,  fast heart rate,  irritability,  excessive hunger"
9011,Hyperthyroidism," sweating,  fast heart rate,  irritability,  excessive hunger"
9012,Hyperthyroidism," sweating,  fast heart rate,  irritability,  excessive hunger"
9013,Hyperthyroidism," sweating,  fast heart rate,  irritability,  excessive hunger"
9014,Hypoglycemia," slurred speech,  headache,  palpitations,  anxiety,  vomiting"
9015,Hypoglycemia," slurred speech,  headache,  palpitations,  anxiety,  vomiting"
9016,Hypoglycemia," slurred speech,  headache,  palpitations,  anxiety,  vomiting"
9017,Hypoglycemia," slurred speech,  headache,  palpitations,  anxiety,  vomiting"
9018,Osteoarthristis," joint pain,  painful walking,  swelling joints,  neck pain,  knee pain"
9019,Osteoarthristis," joint pain,  painful walking,  swelling joints,  neck pain,  knee pain"
9020,Arthritis," painful walking,  movement stiffness,  swelling joints,  muscle weakness,  stiff neck"
9021,Arthritis," painful walking,  movement stiffness,  swelling joints,  muscle weakness,  stiff neck"
9022,(vertigo) Paroymsal  Positional Vertigo," nausea,  loss of balance,  spinning movements,  headache,  vomiting"
9023,(vertigo) Paroymsal  Positional Vertigo," nausea,  loss of balance,  spinning movements,  headache,  vomiting"
9024,Acne," skin rash,  pus filled pimples,  blackheads,  scurring"
9025,Urinary tract infection," continuous feel of urine,  bladder discomfort,  burning micturition,  foul smell of urine"
9026,Psoriasis," skin rash,  joint pain,  silver like dusting,  inflammatory nails,  skin peeling,  small dents in nails"
9027,Psoriasis," skin rash,  joint pain,  silver like dusting,  inflammatory nails,  skin peeling,  small dents in nails"
9028,Impetigo," yellow crust ooze,  skin rash,  high fever,  blister,  red sore around nose"
9029,Impetigo," yellow crust ooze,  skin rash,  high fever,  blister,  red sore around nose"
9030,Fungal infection,"itching,  skin rash,  nodal skin eruptions,  dischromic  patches"
9031,Allergy," chills,  continuous sneezing,  shivering,  watering from eyes"
9032,GERD," cough,  vomiting,  acidity,  chest pain,  stomach pain"
9033,GERD," cough,  vomiting,  acidity,  chest pain,  stomach pain"
9034,Chronic cholestasis,"itching,  abdominal pain,  nausea,  yellowing of eyes,  loss of appetite,  yellowish skin"
9035,Chronic cholestasis,"itching,  abdominal pain,  nausea,  yellowing of eyes,  loss of appetite,  yellowish skin"
9036,Drug Reaction,"itching,  spotting  urination,  stomach pain,  skin rash,  burning micturition"
9037,Drug Reaction,"itching,  spotting  urination,  stomach pain,  skin rash,  burning micturition"
9038,Peptic ulcer diseae," vomiting,  passage of gases,  indigestion,  abdominal pain,  internal itching,  loss of appetite"
9039,Peptic ulcer diseae," vomiting,  passage of gases,  indigestion,  abdominal pain,  internal itching,  loss of appetite"
9040,AIDS," patches in throat,  muscle wasting,  high fever,  extra marital contacts"
9041,Diabetes ," fatigue,  obesity,  irregular sugar level,  polyuria"
9042,Diabetes ," fatigue,  obesity,  irregular sugar level,  polyuria"
9043,Diabetes ," fatigue,  obesity,  irregular sugar level,  polyuria"
9044,Diabetes ," fatigue,  obesity,  irregular sugar level,  polyuria"
9045,Gastroenteritis," sunken eyes,  vomiting,  dehydration,  diarrhoea"
9046,Bronchial Asthma," high fever,  breathlessness,  mucoid sputum,  family history,  cough,  fatigue"
9047,Bronchial Asthma," high fever,  breathlessness,  mucoid sputum,  family history,  cough,  fatigue"
9048,Hypertension ," lack of concentration,  loss of balance,  chest pain,  dizziness,  headache"
9049,Hypertension ," lack of concentration,  loss of balance,  chest pain,  dizziness,  headache"
9050,Migraine," acidity,  stiff neck,  visual disturbances,  depression"
9051,Migraine," acidity,  stiff neck,  visual disturbances,  depression"
9052,Migraine," acidity,  stiff neck,  visual disturbances,  depression"
9053,Migraine," acidity,  stiff neck,  visual disturbances,  depression"
9054,Cervical spondylosis," dizziness,  weakness in limbs,  back pain,  loss of balance,  neck pain"
9055,Cervical spondylosis," dizziness,  weakness in limbs,  back pain,  loss of balance,  neck pain"
9056,Paralysis (brain hemorrhage)," headache,  weakness of one body side,  vomiting,  altered sensorium"
9057,Jaundice," abdominal pain,  weight loss,  dark urine, itching,  vomiting"
9058,Jaundice," abdominal pain,  weight loss,  dark urine, itching,  vomiting"
9059,Malaria," sweating,  nausea,  chills,  vomiting,  headache,  diarrhoea,  muscle pain"
9060,Malaria," sweating,  nausea,  chills,  vomiting,  headache,  diarrhoea,  muscle pain"
9061,Chicken pox," high fever,  skin rash,  swelled lymph nodes,  red spots over body"
9062,Chicken pox," high fever,  skin rash,  swelled lymph nodes,  red spots over body"
9063,Chicken pox," high fever,  skin rash,  swelled lymph nodes,  red spots over body"
9064,Chicken pox," high fever,  skin rash,  swelled lymph nodes,  red spots over body"
9065,Dengue," muscle pain,  skin rash,  nausea,  chills,  high fever"
9066,Dengue," muscle pain,  skin rash,  nausea,  chills,  high fever"
9067,Dengue," muscle pain,  skin rash,  nausea,  chills,  high fever"
9068,Dengue," muscle pain,  skin rash,  nausea,  chills,  high fever"
9069,Typhoid," diarrhoea,  chills,  toxic look (typhos),  constipation"
9070,Typhoid," diarrhoea,  chills,  toxic look (typhos),  constipation"
9071,Typhoid," diarrhoea,  chills,  toxic look (typhos),  constipation"
9072,Typhoid," diarrhoea,  chills,  toxic look (typhos),  constipation"
9073,hepatitis A," muscle pain,  yellowing of eyes,  dark urine,  mild fever,  abdominal pain"
9074,hepatitis A," muscle pain,  yellowing of eyes,  dark urine,  mild fever,  abdominal pain"
9075,hepatitis A," muscle pain,  yellowing of eyes,  dark urine,  mild fever,  abdominal pain"
9076,hepatitis A," muscle pain,  yellowing of eyes,  dark urine,  mild fever,  abdominal pain"
9077,Hepatitis B," abdominal pain,  lethargy,  receiving unsterile injections,  receiving blood transfusion,  yellowish skin"
9078,Hepatitis B," abdominal pain,  lethargy,  receiving unsterile injections,  receiving blood transfusion,  yellowish skin"
9079,Hepatitis B," abdominal pain,  lethargy,  receiving unsterile injections,  receiving blood transfusion,  yellowish skin"
9080,Hepatitis B," abdominal pain,  lethargy,  receiving unsterile injections,  receiving blood transfusion,  yellowish skin"
9081,Hepatitis C," fatigue,  nausea,  loss of appetite,  family history,  yellowish skin,  yellowing of eyes"
9082,Hepatitis C," fatigue,  nausea,  loss of appetite,  family history,  yellowish skin,  yellowing of eyes"
9083,Hepatitis D," yellowing of eyes,  loss of appetite,  yellowish skin,  dark urine"
9084,Hepatitis D," yellowing of eyes,  loss of appetite,  yellowish skin,  dark urine"
9085,Hepatitis D," yellowing of eyes,  loss of appetite,  yellowish skin,  dark urine"
9086,Hepatitis D," yellowing of eyes,  loss of appetite,  yellowish skin,  dark urine"
9087,Hepatitis E," dark urine,  high fever,  abdominal pain,  acute liver failure,  nausea,  yellowish skin,  loss of appetite"
9088,Hepatitis E," dark urine,  high fever,  abdominal pain,  acute liver failure,  nausea,  yellowish skin,  loss of appetite"
9089,Hepatitis E," dark urine,  high fever,  abdominal pain,  acute liver failure,  nausea,  yellowish skin,  loss of appetite"
9090,Hepatitis E," dark urine,  high fever,  abdominal pain,  acute liver failure,  nausea,  yellowish skin,  loss of appetite"
9091,Alcoholic hepatitis," fluid overload,  abdominal pain,  vomiting,  history of alcohol consumption,  swelling of stomach,  yellowish skin,  distention of abdomen"
9092,Alcoholic hepatitis," fluid overload,  abdominal pain,  vomiting,  history of alcohol consumption,  swelling of stomach,  yellowish skin,  distention of abdomen"
9093,Tuberculosis," loss of appetite,  yellowing of eyes,  breathlessness,  fatigue"
9094,Tuberculosis," loss of appetite,  yellowing of eyes,  breathlessness,  fatigue"
9095,Tuberculosis," loss of appetite,  yellowing of eyes,  breathlessness,  fatigue"
9096,Tuberculosis," loss of appetite,  yellowing of eyes,  breathlessness,  fatigue"
9097,Tuberculosis," loss of appetite,  yellowing of eyes,  breathlessness,  fatigue"
9098,Common Cold," fatigue,  throat irritation,  headache,  cough,  sinus pressure,  loss of smell"
9099,Common Cold," fatigue,  throat irritation,  headache,  cough,  sinus pressure,  loss of smell"
9100,Common Cold," fatigue,  throat irritation,  headache,  cough,  sinus pressure,  loss of smell"
9101,Common Cold," fatigue,  throat irritation,  headache,  cough,  sinus pressure,  loss of smell"
9102,Common Cold," fatigue,  throat irritation,  headache,  cough,  sinus pressure,  loss of smell"
9103,Pneumonia," fast heart rate,  sweating,  high fever,  chest pain,  phlegm,  fatigue"
9104,Pneumonia," fast heart rate,  sweating,  high fever,  chest pain,  phlegm,  fatigue"
9105,Pneumonia," fast heart rate,  sweating,  high fever,  chest pain,  phlegm,  fatigue"
9106,Pneumonia," fast heart rate,  sweating,  high fever,  chest pain,  phlegm,  fatigue"
9107,Dimorphic hemmorhoids(piles)," bloody stool,  pain in anal region,  irritation in anus,  pain during bowel movements,  constipation"
9108,Dimorphic hemmorhoids(piles)," bloody stool,  pain in anal region,  irritation in anus,  pain during bowel movements,  constipation"
9109,Heart attack," sweating,  vomiting,  breathlessness,  chest pain"
9110,Varicose veins," cramps,  prominent veins on calf,  obesity,  bruising,  swollen blood vessels,  swollen legs,  fatigue"
9111,Varicose veins," cramps,  prominent veins on calf,  obesity,  bruising,  swollen blood vessels,  swollen legs,  fatigue"
9112,Hypothyroidism," weight gain,  dizziness,  swollen extremeties,  mood swings,  brittle nails,  abnormal menstruation"
9113,Hypothyroidism," weight gain,  dizziness,  swollen extremeties,  mood swings,  brittle nails,  abnormal menstruation"
9114,Hypothyroidism," weight gain,  dizziness,  swollen extremeties,  mood swings,  brittle nails,  abnormal menstruation"
9115,Hypothyroidism," weight gain,  dizziness,  swollen extremeties,  mood swings,  brittle nails,  abnormal menstruation"
9116,Hyperthyroidism," excessive hunger,  fatigue,  mood swings,  restlessness,  diarrhoea,  sweating,  weight loss"
9117,Hyperthyroidism," excessive hunger,  fatigue,  mood swings,  restlessness,  diarrhoea,  sweating,  weight loss"
9118,Hyperthyroidism," excessive hunger,  fatigue,  mood swings,  restlessness,  diarrhoea,  sweating,  weight loss"
9119,Hyperthyroidism," excessive hunger,  fatigue,  mood swings,  restlessness,  diarrhoea,  sweating,  weight loss"
9120,Hypoglycemia," nausea,  fatigue,  palpitations,  anxiety,  headache"
9121,Hypoglycemia," nausea,  fatigue,  palpitations,  anxiety,  headache"
9122,Hypoglycemia," nausea,  fatigue,  palpitations,  anxiety,  headache"
9123,Hypoglycemia," nausea,  fatigue,  palpitations,  anxiety,  headache"
9124,Osteoarthristis," joint pain,  knee pain,  hip joint pain,  swelling joints,  neck pain,  painful walking"
9125,Osteoarthristis," joint pain,  knee pain,  hip joint pain,  swelling joints,  neck pain,  painful walking"
9126,Arthritis," stiff neck,  movement stiffness,  muscle weakness,  swelling joints,  painful walking"
9127,Arthritis," stiff neck,  movement stiffness,  muscle weakness,  swelling joints,  painful walking"
9128,(vertigo) Paroymsal  Positional Vertigo," headache,  loss of balance,  unsteadiness,  spinning movements,  nausea"
9129,(vertigo) Paroymsal  Positional Vertigo," headache,  loss of balance,  unsteadiness,  spinning movements,  nausea"
9130,Acne," pus filled pimples,  scurring,  skin rash,  blackheads"
9131,Urinary tract infection," bladder discomfort,  foul smell of urine,  burning micturition,  continuous feel of urine"
9132,Psoriasis," inflammatory nails,  skin peeling,  silver like dusting,  joint pain,  skin rash"
9133,Psoriasis," inflammatory nails,  skin peeling,  silver like dusting,  joint pain,  skin rash"
9134,Impetigo," blister,  high fever,  red sore around nose,  skin rash,  yellow crust ooze"
9135,Impetigo," blister,  high fever,  red sore around nose,  skin rash,  yellow crust ooze"
9136,Fungal infection," dischromic  patches,  skin rash,  nodal skin eruptions, itching"
9137,Allergy," chills,  watering from eyes,  shivering,  continuous sneezing"
9138,GERD," acidity,  stomach pain,  ulcers on tongue,  cough,  chest pain,  vomiting"
9139,GERD," acidity,  stomach pain,  ulcers on tongue,  cough,  chest pain,  vomiting"
9140,Chronic cholestasis," nausea,  vomiting,  loss of appetite, itching,  abdominal pain"
9141,Chronic cholestasis," nausea,  vomiting,  loss of appetite, itching,  abdominal pain"
9142,Drug Reaction," burning micturition,  spotting  urination,  stomach pain,  skin rash, itching"
9143,Drug Reaction," burning micturition,  spotting  urination,  stomach pain,  skin rash, itching"
9144,Peptic ulcer diseae," loss of appetite,  vomiting,  indigestion,  passage of gases"
9145,Peptic ulcer diseae," loss of appetite,  vomiting,  indigestion,  passage of gases"
9146,AIDS," extra marital contacts,  high fever,  patches in throat,  muscle wasting"
9147,Diabetes ," irregular sugar level,  blurred and distorted vision,  obesity,  weight loss,  polyuria,  lethargy"
9148,Diabetes ," irregular sugar level,  blurred and distorted vision,  obesity,  weight loss,  polyuria,  lethargy"
9149,Diabetes ," irregular sugar level,  blurred and distorted vision,  obesity,  weight loss,  polyuria,  lethargy"
9150,Diabetes ," irregular sugar level,  blurred and distorted vision,  obesity,  weight loss,  polyuria,  lethargy"
9151,Gastroenteritis," sunken eyes,  dehydration,  diarrhoea,  vomiting"
9152,Bronchial Asthma," mucoid sputum,  cough,  high fever,  fatigue,  family history,  breathlessness"
9153,Bronchial Asthma," mucoid sputum,  cough,  high fever,  fatigue,  family history,  breathlessness"
9154,Hypertension ," lack of concentration,  loss of balance,  dizziness,  chest pain,  headache"
9155,Hypertension ," lack of concentration,  loss of balance,  dizziness,  chest pain,  headache"
9156,Migraine," blurred and distorted vision,  acidity,  headache,  depression,  stiff neck"
9157,Migraine," blurred and distorted vision,  acidity,  headache,  depression,  stiff neck"
9158,Migraine," blurred and distorted vision,  acidity,  headache,  depression,  stiff neck"
9159,Migraine," blurred and distorted vision,  acidity,  headache,  depression,  stiff neck"
9160,Cervical spondylosis," back pain,  weakness in limbs,  dizziness,  neck pain,  loss of balance"
9161,Cervical spondylosis," back pain,  weakness in limbs,  dizziness,  neck pain,  loss of balance"
