diseases,symptons
Malaria," chills,  diarrhoea,  nausea,  high fever"
Chicken pox," skin rash,  headache,  malaise,  swelled lymph nodes,  lethargy,  mild fever"
Chicken pox," skin rash,  headache,  malaise,  swelled lymph nodes,  lethargy,  mild fever"
Chicken pox," skin rash,  headache,  malaise,  swelled lymph nodes,  lethargy,  mild fever"
Chicken pox," skin rash,  headache,  malaise,  swelled lymph nodes,  lethargy,  mild fever"
Dengue," skin rash,  fatigue,  high fever,  muscle pain"
Dengue," skin rash,  fatigue,  high fever,  muscle pain"
Dengue," skin rash,  fatigue,  high fever,  muscle pain"
Dengue," skin rash,  fatigue,  high fever,  muscle pain"
Typhoid," fatigue,  toxic look (typhos),  nausea,  diarrhoea"
Typhoid," fatigue,  toxic look (typhos),  nausea,  diarrhoea"
Typhoid," fatigue,  toxic look (typhos),  nausea,  diarrhoea"
Typhoid," fatigue,  toxic look (typhos),  nausea,  diarrhoea"
hepatitis A," joint pain,  yellowing of eyes,  diarrhoea,  muscle pain,  dark urine"
hepatitis A," joint pain,  yellowing of eyes,  diarrhoea,  muscle pain,  dark urine"
hepatitis A," joint pain,  yellowing of eyes,  diarrhoea,  muscle pain,  dark urine"
hepatitis A," joint pain,  yellowing of eyes,  diarrhoea,  muscle pain,  dark urine"
Hepatitis B," lethargy,  receiving blood transfusion,  yellowish skin,  dark urine,  receiving unsterile injections"
Hepatitis B," lethargy,  receiving blood transfusion,  yellowish skin,  dark urine,  receiving unsterile injections"
Hepatitis B," lethargy,  receiving blood transfusion,  yellowish skin,  dark urine,  receiving unsterile injections"
Hepatitis B," lethargy,  receiving blood transfusion,  yellowish skin,  dark urine,  receiving unsterile injections"
Hepatitis C," nausea,  yellowish skin,  loss of appetite,  fatigue,  yellowing of eyes"
Hepatitis C," nausea,  yellowish skin,  loss of appetite,  fatigue,  yellowing of eyes"
Hepatitis D," nausea,  yellowish skin,  joint pain,  loss of appetite"
Hepatitis D," nausea,  yellowish skin,  joint pain,  loss of appetite"
Hepatitis D," nausea,  yellowish skin,  joint pain,  loss of appetite"
Hepatitis D," nausea,  yellowish skin,  joint pain,  loss of appetite"
Hepatitis E," fatigue,  coma,  nausea,  dark urine"
Hepatitis E," fatigue,  coma,  nausea,  dark urine"
Hepatitis E," fatigue,  coma,  nausea,  dark urine"
Hepatitis E," fatigue,  coma,  nausea,  dark urine"
Alcoholic hepatitis," history of alcohol consumption,  vomiting,  fluid overload,  swelling of stomach"
Alcoholic hepatitis," history of alcohol consumption,  vomiting,  fluid overload,  swelling of stomach"
Tuberculosis," loss of appetite,  cough,  malaise,  blood in sputum"
Tuberculosis," loss of appetite,  cough,  malaise,  blood in sputum"
Tuberculosis," loss of appetite,  cough,  malaise,  blood in sputum"
Tuberculosis," loss of appetite,  cough,  malaise,  blood in sputum"
Tuberculosis," loss of appetite,  cough,  malaise,  blood in sputum"
Common Cold," high fever,  chest pain,  redness of eyes,  congestion,  swelled lymph nodes,  runny nose,  muscle pain"
Common Cold," high fever,  chest pain,  redness of eyes,  congestion,  swelled lymph nodes,  runny nose,  muscle pain"
Common Cold," high fever,  chest pain,  redness of eyes,  congestion,  swelled lymph nodes,  runny nose,  muscle pain"
Common Cold," high fever,  chest pain,  redness of eyes,  congestion,  swelled lymph nodes,  runny nose,  muscle pain"
Common Cold," high fever,  chest pain,  redness of eyes,  congestion,  swelled lymph nodes,  runny nose,  muscle pain"
Pneumonia," rusty sputum,  chills,  cough,  chest pain,  high fever,  fast heart rate,  sweating"
Pneumonia," rusty sputum,  chills,  cough,  chest pain,  high fever,  fast heart rate,  sweating"
Pneumonia," rusty sputum,  chills,  cough,  chest pain,  high fever,  fast heart rate,  sweating"
Pneumonia," rusty sputum,  chills,  cough,  chest pain,  high fever,  fast heart rate,  sweating"
Dimorphic hemmorhoids(piles)," pain in anal region,  pain during bowel movements,  bloody stool,  constipation"
Dimorphic hemmorhoids(piles)," pain in anal region,  pain during bowel movements,  bloody stool,  constipation"
Heart attack," chest pain,  sweating,  vomiting,  breathlessness"
Varicose veins," swollen legs,  prominent veins on calf,  obesity,  bruising,  cramps"
Varicose veins," swollen legs,  prominent veins on calf,  obesity,  bruising,  cramps"
Hypothyroidism," cold hands and feets,  enlarged thyroid,  lethargy,  weight gain,  puffy face and eyes,  mood swings"
Hypothyroidism," cold hands and feets,  enlarged thyroid,  lethargy,  weight gain,  puffy face and eyes,  mood swings"
Hypothyroidism," cold hands and feets,  enlarged thyroid,  lethargy,  weight gain,  puffy face and eyes,  mood swings"
Hypothyroidism," cold hands and feets,  enlarged thyroid,  lethargy,  weight gain,  puffy face and eyes,  mood swings"
Hyperthyroidism," weight loss,  diarrhoea,  abnormal menstruation,  restlessness,  fast heart rate,  mood swings"
Hyperthyroidism," weight loss,  diarrhoea,  abnormal menstruation,  restlessness,  fast heart rate,  mood swings"
Hyperthyroidism," weight loss,  diarrhoea,  abnormal menstruation,  restlessness,  fast heart rate,  mood swings"
Hyperthyroidism," weight loss,  diarrhoea,  abnormal menstruation,  restlessness,  fast heart rate,  mood swings"
Hypoglycemia," vomiting,  drying and tingling lips,  headache,  palpitations,  nausea,  anxiety,  fatigue"
Hypoglycemia," vomiting,  drying and tingling lips,  headache,  palpitations,  nausea,  anxiety,  fatigue"
Hypoglycemia," vomiting,  drying and tingling lips,  headache,  palpitations,  nausea,  anxiety,  fatigue"
Hypoglycemia," vomiting,  drying and tingling lips,  headache,  palpitations,  nausea,  anxiety,  fatigue"
Osteoarthristis," hip joint pain,  joint pain,  knee pain,  neck pain"
Osteoarthristis," hip joint pain,  joint pain,  knee pain,  neck pain"
Arthritis," muscle weakness,  movement stiffness,  swelling joints,  stiff neck,  painful walking"
Arthritis," muscle weakness,  movement stiffness,  swelling joints,  stiff neck,  painful walking"
(vertigo) Paroymsal  Positional Vertigo," nausea,  spinning movements,  headache,  unsteadiness,  vomiting"
(vertigo) Paroymsal  Positional Vertigo," nausea,  spinning movements,  headache,  unsteadiness,  vomiting"
Acne," blackheads,  skin rash,  scurring,  pus filled pimples"
Urinary tract infection," foul smell of urine,  burning micturition,  continuous feel of urine,  bladder discomfort"
Psoriasis," joint pain,  small dents in nails,  inflammatory nails,  silver like dusting"
Psoriasis," joint pain,  small dents in nails,  inflammatory nails,  silver like dusting"
Impetigo," skin rash,  yellow crust ooze,  blister,  red sore around nose,  high fever"
Impetigo," skin rash,  yellow crust ooze,  blister,  red sore around nose,  high fever"
Fungal infection," dischromic  patches,  nodal skin eruptions,  skin rash, itching"
Allergy," continuous sneezing,  chills,  watering from eyes,  shivering"
GERD," cough,  ulcers on tongue,  stomach pain,  acidity,  vomiting,  chest pain"
GERD," cough,  ulcers on tongue,  stomach pain,  acidity,  vomiting,  chest pain"
Chronic cholestasis," nausea,  loss of appetite,  abdominal pain, itching,  yellowing of eyes,  yellowish skin"
Chronic cholestasis," nausea,  loss of appetite,  abdominal pain, itching,  yellowing of eyes,  yellowish skin"
Drug Reaction," spotting  urination, itching,  stomach pain,  skin rash,  burning micturition"
Drug Reaction," spotting  urination, itching,  stomach pain,  skin rash,  burning micturition"
Peptic ulcer diseae," internal itching,  loss of appetite,  vomiting,  indigestion,  abdominal pain,  passage of gases"
Peptic ulcer diseae," internal itching,  loss of appetite,  vomiting,  indigestion,  abdominal pain,  passage of gases"
AIDS," high fever,  muscle wasting,  patches in throat,  extra marital contacts"
Diabetes ," increased appetite,  irregular sugar level,  blurred and distorted vision,  fatigue"
Diabetes ," increased appetite,  irregular sugar level,  blurred and distorted vision,  fatigue"
Diabetes ," increased appetite,  irregular sugar level,  blurred and distorted vision,  fatigue"
Diabetes ," increased appetite,  irregular sugar level,  blurred and distorted vision,  fatigue"
Gastroenteritis," diarrhoea,  sunken eyes,  dehydration,  vomiting"
Bronchial Asthma," high fever,  family history,  breathlessness,  fatigue"
Bronchial Asthma," high fever,  family history,  breathlessness,  fatigue"
Hypertension ," headache,  lack of concentration,  dizziness,  chest pain,  loss of balance"
Hypertension ," headache,  lack of concentration,  dizziness,  chest pain,  loss of balance"
Migraine," blurred and distorted vision,  acidity,  indigestion,  visual disturbances"
Migraine," blurred and distorted vision,  acidity,  indigestion,  visual disturbances"
Migraine," blurred and distorted vision,  acidity,  indigestion,  visual disturbances"
Migraine," blurred and distorted vision,  acidity,  indigestion,  visual disturbances"
Cervical spondylosis," back pain,  neck pain,  dizziness,  loss of balance,  weakness in limbs"
Cervical spondylosis," back pain,  neck pain,  dizziness,  loss of balance,  weakness in limbs"
Paralysis (brain hemorrhage)," vomiting,  weakness of one body side,  altered sensorium,  headache"
Jaundice," yellowish skin,  high fever, itching,  weight loss,  abdominal pain,  dark urine"
Jaundice," yellowish skin,  high fever, itching,  weight loss,  abdominal pain,  dark urine"
Malaria," nausea,  chills,  diarrhoea,  sweating"
Malaria," nausea,  chills,  diarrhoea,  sweating"
Chicken pox,"itching,  swelled lymph nodes,  high fever,  loss of appetite,  skin rash,  headache"
Chicken pox,"itching,  swelled lymph nodes,  high fever,  loss of appetite,  skin rash,  headache"
Chicken pox,"itching,  swelled lymph nodes,  high fever,  loss of appetite,  skin rash,  headache"
Chicken pox,"itching,  swelled lymph nodes,  high fever,  loss of appetite,  skin rash,  headache"
Dengue," fatigue,  headache,  nausea,  loss of appetite,  chills"
Dengue," fatigue,  headache,  nausea,  loss of appetite,  chills"
Dengue," fatigue,  headache,  nausea,  loss of appetite,  chills"
Dengue," fatigue,  headache,  nausea,  loss of appetite,  chills"
Typhoid," headache,  fatigue,  high fever,  nausea,  belly pain"
Typhoid," headache,  fatigue,  high fever,  nausea,  belly pain"
Typhoid," headache,  fatigue,  high fever,  nausea,  belly pain"
Typhoid," headache,  fatigue,  high fever,  nausea,  belly pain"
hepatitis A," loss of appetite,  vomiting,  joint pain,  diarrhoea"
hepatitis A," loss of appetite,  vomiting,  joint pain,  diarrhoea"
hepatitis A," loss of appetite,  vomiting,  joint pain,  diarrhoea"
hepatitis A," loss of appetite,  vomiting,  joint pain,  diarrhoea"
Hepatitis B," receiving unsterile injections,  dark urine,  yellowing of eyes,  yellowish skin,  abdominal pain,  malaise,  loss of appetite"
Hepatitis B," receiving unsterile injections,  dark urine,  yellowing of eyes,  yellowish skin,  abdominal pain,  malaise,  loss of appetite"
Hepatitis B," receiving unsterile injections,  dark urine,  yellowing of eyes,  yellowish skin,  abdominal pain,  malaise,  loss of appetite"
Hepatitis B," receiving unsterile injections,  dark urine,  yellowing of eyes,  yellowish skin,  abdominal pain,  malaise,  loss of appetite"
Hepatitis C," family history,  yellowish skin,  fatigue,  yellowing of eyes"
Hepatitis C," family history,  yellowish skin,  fatigue,  yellowing of eyes"
Hepatitis D," yellowing of eyes,  loss of appetite,  nausea,  vomiting,  dark urine,  yellowish skin,  abdominal pain"
Hepatitis D," yellowing of eyes,  loss of appetite,  nausea,  vomiting,  dark urine,  yellowish skin,  abdominal pain"
Hepatitis D," yellowing of eyes,  loss of appetite,  nausea,  vomiting,  dark urine,  yellowish skin,  abdominal pain"
Hepatitis D," yellowing of eyes,  loss of appetite,  nausea,  vomiting,  dark urine,  yellowish skin,  abdominal pain"
Hepatitis E," yellowish skin,  yellowing of eyes,  abdominal pain,  loss of appetite,  dark urine,  stomach bleeding"
Hepatitis E," yellowish skin,  yellowing of eyes,  abdominal pain,  loss of appetite,  dark urine,  stomach bleeding"
Hepatitis E," yellowish skin,  yellowing of eyes,  abdominal pain,  loss of appetite,  dark urine,  stomach bleeding"
Hepatitis E," yellowish skin,  yellowing of eyes,  abdominal pain,  loss of appetite,  dark urine,  stomach bleeding"
Alcoholic hepatitis," vomiting,  distention of abdomen,  swelling of stomach,  abdominal pain,  fluid overload,  history of alcohol consumption"
Alcoholic hepatitis," vomiting,  distention of abdomen,  swelling of stomach,  abdominal pain,  fluid overload,  history of alcohol consumption"
Tuberculosis," loss of appetite,  blood in sputum,  vomiting,  chills"
Tuberculosis," loss of appetite,  blood in sputum,  vomiting,  chills"
Tuberculosis," loss of appetite,  blood in sputum,  vomiting,  chills"
Tuberculosis," loss of appetite,  blood in sputum,  vomiting,  chills"
Tuberculosis," loss of appetite,  blood in sputum,  vomiting,  chills"
Common Cold," malaise,  sinus pressure,  high fever,  runny nose"
Common Cold," malaise,  sinus pressure,  high fever,  runny nose"
Common Cold," malaise,  sinus pressure,  high fever,  runny nose"
Common Cold," malaise,  sinus pressure,  high fever,  runny nose"
Common Cold," malaise,  sinus pressure,  high fever,  runny nose"
Pneumonia," phlegm,  cough,  high fever,  breathlessness,  malaise"
Pneumonia," phlegm,  cough,  high fever,  breathlessness,  malaise"
Pneumonia," phlegm,  cough,  high fever,  breathlessness,  malaise"
Pneumonia," phlegm,  cough,  high fever,  breathlessness,  malaise"
Dimorphic hemmorhoids(piles)," constipation,  pain in anal region,  pain during bowel movements,  bloody stool,  irritation in anus"
Dimorphic hemmorhoids(piles)," constipation,  pain in anal region,  pain during bowel movements,  bloody stool,  irritation in anus"
Heart attack," sweating,  vomiting,  chest pain,  breathlessness"
Varicose veins," bruising,  swollen legs,  swollen blood vessels,  fatigue,  obesity"
Varicose veins," bruising,  swollen legs,  swollen blood vessels,  fatigue,  obesity"
Hypothyroidism," swollen extremeties,  puffy face and eyes,  abnormal menstruation,  enlarged thyroid,  weight gain,  dizziness,  fatigue"
Hypothyroidism," swollen extremeties,  puffy face and eyes,  abnormal menstruation,  enlarged thyroid,  weight gain,  dizziness,  fatigue"
Hypothyroidism," swollen extremeties,  puffy face and eyes,  abnormal menstruation,  enlarged thyroid,  weight gain,  dizziness,  fatigue"
Hypothyroidism," swollen extremeties,  puffy face and eyes,  abnormal menstruation,  enlarged thyroid,  weight gain,  dizziness,  fatigue"
